student_id,quiz_score,time_spent,retry_attempts,videos_watched,articles_read,quizzes_attempted,interactive_exercises,subject,past_quiz_scores,study_hours_per_week,days_since_last_revision,mistakes_made,study_time_preference,study_consistency,Revision_Urgency
330,96,25,2,10,4,3,4,Math,"[68, 44, 91, 64, 80]",23,15.359067371786937,13.213235784683617,Afternoon,7.145867512142838,Immediate Revision Needed
157,74,17,2,8,7,4,1,History,"[48, 57, 95, 98, 60]",23,2.1725781396255734,0.011451655372566316,Afternoon,5.710812555436252,Moderate Revision Needed
200,71,28,2,11,3,3,6,History,"[88, 56, 82, 64, 98]",39,8.0,3.0,Morning,5.0,Moderate Revision Needed
214,83,53,0,3,4,5,5,History,"[93, 54, 59, 68, 98]",21,16.0,2.0,Afternoon,8.0,Moderate Revision Needed
409,61,53,2,5,1,2,0,Programming,"[53, 86, 47, 54, 93]",16,8.0,3.0,Afternoon,4.0,Moderate Revision Needed
333,62,25,1,10,4,5,4,Programming,"[89, 88, 59, 91, 52]",12,5.0,11.0,Morning,2.0,Immediate Revision Needed
209,96,29,4,12,5,3,4,Science,"[96, 79, 57, 90, 87]",29,8.0,10.0,Afternoon,5.0,Moderate Revision Needed
114,64,27,2,7,8,1,1,Science,"[68, 63, 57, 49, 80]",15,18.480747685548863,14.050646141162202,Morning,6.931844342931137,Immediate Revision Needed
79,75,5,1,9,7,2,2,Programming,"[96, 56, 43, 87, 91]",38,7.0,6.0,Afternoon,3.0,Immediate Revision Needed
30,72,47,2,2,1,2,3,Programming,"[86, 69, 40, 82, 78]",31,16.0,0.0,Afternoon,3.0,Immediate Revision Needed
36,88,48,2,4,7,7,5,History,"[47, 87, 66, 61, 76]",19,23.15821119080995,2.739463016575092,Morning,3.863689806780622,Immediate Revision Needed
196,82,22,4,4,7,7,3,Science,"[87, 88, 92, 68, 78]",23,9.516272451226207,14.187785365759385,Afternoon,6.099653627638978,Immediate Revision Needed
58,43,32,2,5,5,2,3,Math,"[85, 67, 85, 96, 66]",22,3.42901981923529,13.642054886837895,Evening,2.8274799831610395,Immediate Revision Needed
337,74,39,3,9,6,5,0,English,"[85, 47, 47, 98, 65]",7,10.146618923077355,11.928048734332883,Afternoon,7.910966443128123,Immediate Revision Needed
97,70,51,1,2,2,2,0,History,"[45, 79, 52, 87, 74]",13,1.3264350498395183,3.204531186071056,Morning,6.835431837048841,Moderate Revision Needed
166,86,21,4,6,8,5,1,Programming,"[77, 60, 87, 68, 44]",38,25.0,8.0,Morning,7.0,Immediate Revision Needed
419,47,38,4,3,1,4,4,English,"[75, 74, 71, 97, 87]",20,10.708322271926423,4.043130672234481,Morning,1.889680149604827,Immediate Revision Needed
496,89,38,3,13,6,2,0,English,"[63, 43, 83, 58, 65]",38,16.0,6.0,Evening,3.0,Immediate Revision Needed
325,57,48,3,2,4,4,3,Math,"[42, 67, 42, 84, 93]",39,7.149744888863033,6.341768357254316,Afternoon,1.0227098404159218,Immediate Revision Needed
66,92,16,4,10,1,9,6,English,"[93, 45, 76, 96, 49]",18,12.0,1.0,Morning,8.0,Moderate Revision Needed
142,78,39,4,12,3,1,3,Programming,"[48, 66, 65, 58, 95]",17,8.0,0.0,Afternoon,1.0,Immediate Revision Needed
426,67,10,1,12,2,7,5,Programming,"[84, 41, 70, 42, 93]",12,15.386551653068086,5.052786794646616,Morning,0.8350054355384318,Immediate Revision Needed
328,50,49,0,0,1,8,3,Science,"[53, 71, 74, 49, 42]",17,4.265362734027152,1.012265934904223,Afternoon,1.9434574487553373,Immediate Revision Needed
156,76,33,4,11,9,5,5,English,"[99, 67, 72, 93, 76]",24,9.932700060698883,0.0,Afternoon,4.956066649444794,Moderate Revision Needed
332,89,58,3,12,8,6,0,Math,"[61, 43, 52, 84, 81]",12,9.0,1.0,Evening,4.0,Moderate Revision Needed
165,76,27,1,14,5,6,3,History,"[77, 89, 96, 40, 77]",15,29.406651705847942,6.6337920307918665,Evening,3.182507776665651,Immediate Revision Needed
250,80,46,3,2,0,6,0,Math,"[93, 77, 87, 66, 59]",34,18.0,13.0,Evening,6.0,Immediate Revision Needed
408,90,51,3,0,8,7,5,Programming,"[53, 84, 45, 74, 85]",22,7.154885443466407,5.765564404679227,Morning,7.807361649126899,Moderate Revision Needed
209,96,29,4,12,5,3,4,Science,"[96, 79, 57, 90, 87]",29,8.035542652977432,10.185949746906534,Afternoon,5.019361612139045,Moderate Revision Needed
306,55,49,1,0,4,2,5,English,"[79, 85, 63, 74, 83]",36,22.0,11.0,Morning,3.0,Immediate Revision Needed
235,47,20,3,5,8,4,1,English,"[65, 62, 57, 71, 88]",23,2.8526644502371368,0.0,Evening,7.9258070739535,Low Urgency
476,61,51,3,2,5,1,1,English,"[62, 73, 52, 82, 93]",23,23.024817964997773,9.017088451454965,Evening,2.000429581023175,Immediate Revision Needed
50,42,20,0,7,0,8,2,English,"[84, 80, 68, 43, 44]",10,9.0,9.0,Afternoon,8.0,Moderate Revision Needed
397,87,14,4,3,7,3,4,Science,"[83, 51, 78, 65, 52]",17,22.199232761654418,7.99045750427597,Morning,8.951071462307917,Immediate Revision Needed
3,68,49,2,13,3,8,3,Science,"[61, 80, 56, 98, 65]",29,6.0,11.0,Evening,2.0,Immediate Revision Needed
45,90,51,4,6,3,4,3,English,"[92, 66, 57, 43, 40]",28,3.609196758242931,5.223575978260322,Afternoon,2.892404875972611,Immediate Revision Needed
351,44,7,4,6,1,4,1,Programming,"[47, 47, 66, 51, 40]",28,14.0,5.0,Morning,5.0,Moderate Revision Needed
405,87,5,1,0,3,6,0,Math,"[77, 74, 84, 55, 47]",26,23.904234228919844,1.8238717047712907,Morning,2.1722769878886066,Immediate Revision Needed
37,66,9,4,11,5,4,2,Science,"[66, 96, 68, 42, 83]",16,5.406890013383217,0.40903852939307944,Afternoon,7.011158606599439,Moderate Revision Needed
345,99,19,4,10,3,4,3,Science,"[48, 91, 49, 83, 70]",17,22.0,13.0,Afternoon,1.0,Immediate Revision Needed
495,74,55,1,11,8,2,6,English,"[92, 81, 46, 41, 81]",37,20.571881662434023,13.489541946321323,Afternoon,7.8145811899749225,Immediate Revision Needed
482,65,6,2,14,0,6,6,Math,"[62, 50, 76, 61, 97]",38,18.0,2.0,Afternoon,6.0,Moderate Revision Needed
76,74,44,2,9,6,6,2,History,"[55, 98, 94, 70, 81]",36,24.127737485896656,1.8950073708592503,Afternoon,6.243446964406104,Immediate Revision Needed
34,83,57,1,11,5,3,1,English,"[67, 81, 82, 60, 63]",6,20.0,5.0,Afternoon,8.0,Moderate Revision Needed
32,97,37,1,5,8,9,0,Math,"[61, 68, 61, 83, 48]",35,3.0,11.0,Afternoon,1.0,Immediate Revision Needed
232,42,56,4,9,1,7,6,Science,"[41, 69, 69, 51, 49]",39,16.0,11.0,Afternoon,5.0,Immediate Revision Needed
464,64,58,3,7,0,9,4,Math,"[51, 52, 82, 56, 56]",6,26.427811155513364,6.494680600677034,Morning,7.094227116106864,Immediate Revision Needed
193,78,39,4,11,0,8,5,English,"[86, 81, 40, 68, 89]",30,22.0,13.0,Evening,9.0,Immediate Revision Needed
334,70,15,4,12,1,6,0,English,"[56, 93, 75, 72, 40]",24,8.0,12.0,Afternoon,5.0,Immediate Revision Needed
4,54,24,0,10,6,6,2,History,"[83, 46, 81, 96, 65]",36,21.0,0.0,Afternoon,6.0,Immediate Revision Needed
205,67,53,1,13,0,5,6,Math,"[80, 90, 83, 90, 93]",20,27.0,11.0,Afternoon,5.0,Immediate Revision Needed
15,92,38,1,0,3,2,3,History,"[44, 45, 77, 61, 57]",30,17.604132925256756,6.039546403022371,Afternoon,7.158150638777695,Moderate Revision Needed
300,55,31,4,4,2,8,2,Math,"[99, 49, 78, 67, 88]",29,23.936270925265667,6.954089039928707,Afternoon,7.976753024653647,Immediate Revision Needed
307,68,17,0,1,0,9,5,Science,"[87, 99, 62, 56, 40]",32,3.0,3.0,Evening,6.0,Moderate Revision Needed
110,86,40,3,1,2,4,1,English,"[98, 41, 69, 86, 78]",27,11.0,0.0,Evening,2.0,Immediate Revision Needed
431,87,9,0,14,8,9,0,English,"[49, 77, 57, 89, 44]",29,19.0,14.0,Evening,5.0,Immediate Revision Needed
78,56,57,4,5,1,5,2,Math,"[56, 50, 71, 49, 61]",21,23.0,2.0,Evening,3.0,Immediate Revision Needed
85,93,59,3,8,3,4,0,Math,"[78, 96, 56, 73, 98]",37,14.0,6.0,Afternoon,9.0,Moderate Revision Needed
287,50,56,4,10,4,6,0,History,"[63, 48, 74, 90, 59]",22,23.0,9.0,Evening,4.0,Immediate Revision Needed
83,41,26,0,4,6,4,0,Math,"[79, 54, 71, 78, 98]",18,23.0,8.0,Morning,7.0,Immediate Revision Needed
492,81,34,1,11,8,2,3,Science,"[43, 46, 65, 86, 89]",13,0.534739667506887,4.868368305082903,Evening,9.182925986476594,Moderate Revision Needed
290,56,29,0,7,1,7,5,Math,"[92, 69, 85, 59, 99]",15,6.362772495817687,12.657564716845993,Morning,1.1407699778742033,Immediate Revision Needed
395,53,29,1,5,9,3,0,Math,"[98, 87, 41, 40, 79]",14,17.972884270044585,12.892240585057337,Evening,0.8747983068426155,Immediate Revision Needed
399,95,54,4,1,9,5,0,Programming,"[69, 48, 78, 70, 97]",23,26.0,9.0,Evening,1.0,Immediate Revision Needed
324,78,10,0,7,2,5,4,Math,"[77, 95, 67, 92, 69]",19,17.0,2.0,Evening,7.0,Moderate Revision Needed
20,61,55,2,7,5,6,4,Science,"[89, 50, 70, 67, 83]",16,8.991300228628008,12.178649438532696,Morning,3.085749752865685,Immediate Revision Needed
417,90,17,0,12,0,6,1,English,"[54, 58, 82, 86, 83]",38,19.456763354284572,3.2348116422933533,Morning,2.0111802764929614,Immediate Revision Needed
423,60,25,1,12,0,5,1,English,"[76, 87, 54, 86, 43]",20,13.412848005335945,0.3309218194730109,Morning,6.058713558032069,Moderate Revision Needed
6,47,12,4,10,4,4,2,Programming,"[50, 52, 92, 47, 79]",37,6.0,9.0,Morning,2.0,Immediate Revision Needed
232,42,56,4,9,1,7,6,Science,"[41, 69, 69, 51, 49]",39,15.83551365661777,10.691497660036408,Afternoon,4.789201316680469,Immediate Revision Needed
466,70,54,0,12,4,9,2,Programming,"[65, 55, 75, 67, 93]",10,6.0,8.0,Afternoon,3.0,Immediate Revision Needed
98,87,53,2,1,9,2,3,Science,"[58, 51, 55, 98, 82]",33,25.0,5.0,Evening,5.0,Immediate Revision Needed
267,41,42,3,4,7,8,6,Programming,"[77, 64, 53, 50, 71]",26,9.0,5.0,Evening,9.0,Moderate Revision Needed
358,74,20,1,14,3,1,3,Science,"[90, 50, 63, 88, 60]",29,24.0,10.0,Morning,5.0,Immediate Revision Needed
369,91,12,2,13,7,7,3,Programming,"[72, 51, 47, 63, 55]",32,8.907109874154344,13.800853792535861,Morning,5.992873734278806,Immediate Revision Needed
299,87,43,0,5,6,4,3,Math,"[85, 47, 68, 69, 95]",10,25.127978540182763,13.16496964723324,Afternoon,1.0590544910082795,Immediate Revision Needed
381,64,57,0,5,7,6,5,History,"[87, 40, 93, 64, 41]",7,17.0,7.0,Morning,3.0,Immediate Revision Needed
132,50,59,3,11,0,7,4,Programming,"[90, 87, 60, 98, 95]",39,18.959789566512462,0.8869340081116522,Evening,4.903494318385884,Moderate Revision Needed
382,68,24,4,2,9,7,5,English,"[69, 42, 97, 60, 64]",30,13.0,9.0,Morning,4.0,Moderate Revision Needed
491,68,22,2,14,4,5,0,Science,"[63, 40, 50, 94, 60]",20,19.0,7.0,Afternoon,8.0,Moderate Revision Needed
119,80,38,4,6,5,4,4,Programming,"[51, 46, 98, 42, 49]",24,15.0,8.0,Evening,6.0,Moderate Revision Needed
401,46,9,3,10,3,1,5,Science,"[70, 91, 64, 51, 40]",30,26.333062360471974,0.0,Evening,4.04509863670649,Immediate Revision Needed
251,91,43,4,1,6,4,5,Programming,"[51, 82, 70, 66, 71]",26,22.0,13.0,Afternoon,5.0,Immediate Revision Needed
24,83,53,2,2,7,1,3,History,"[57, 58, 62, 94, 77]",36,8.851274873408599,6.298607938508956,Evening,5.106619693297927,Moderate Revision Needed
10,58,16,1,1,3,9,6,Math,"[86, 70, 80, 85, 89]",24,7.0,10.0,Morning,7.0,Moderate Revision Needed
197,68,53,4,12,0,1,0,English,"[63, 65, 56, 46, 52]",37,13.0,3.0,Morning,2.0,Immediate Revision Needed
104,96,20,0,14,4,3,4,Science,"[91, 55, 47, 99, 72]",9,23.158197975631552,12.753161225269489,Afternoon,7.056961672818135,Immediate Revision Needed
82,43,9,2,14,3,2,5,English,"[75, 56, 80, 63, 41]",27,21.0,0.0,Morning,4.0,Immediate Revision Needed
284,94,49,1,7,8,1,0,English,"[91, 94, 55, 85, 82]",22,22.33956902908501,2.7413704139674078,Evening,3.9656617716583407,Immediate Revision Needed
88,93,30,0,1,5,6,3,Programming,"[56, 88, 51, 87, 86]",21,5.416177253484568,9.256337649291577,Evening,8.006215512782932,Moderate Revision Needed
298,50,58,4,1,8,1,0,History,"[83, 95, 62, 79, 50]",6,13.711382214241395,11.970713551641701,Afternoon,5.957441761126926,Immediate Revision Needed
240,90,29,1,6,5,2,4,History,"[49, 78, 92, 54, 54]",32,14.0,0.0,Evening,4.0,Moderate Revision Needed
291,77,49,4,11,5,9,2,Math,"[78, 92, 94, 51, 88]",8,14.0,11.0,Evening,1.0,Immediate Revision Needed
212,67,34,0,6,1,3,4,English,"[54, 67, 91, 96, 88]",11,1.0,4.0,Evening,3.0,Immediate Revision Needed
218,50,26,2,12,6,1,3,Math,"[97, 70, 82, 71, 66]",11,23.255490794466276,7.982084887851087,Afternoon,6.033079231653915,Immediate Revision Needed
360,87,42,0,3,1,6,4,Programming,"[67, 98, 56, 45, 58]",30,4.0,10.0,Morning,2.0,Immediate Revision Needed
450,88,17,0,12,6,5,3,Science,"[49, 53, 81, 96, 85]",24,3.0,11.0,Afternoon,9.0,Immediate Revision Needed
228,96,11,4,8,3,4,0,Science,"[65, 75, 81, 76, 92]",5,9.0,0.0,Evening,5.0,Moderate Revision Needed
451,85,8,1,10,3,8,2,English,"[97, 69, 94, 80, 64]",31,29.19095650324365,11.994789710574658,Evening,1.9761136235587942,Immediate Revision Needed
447,76,5,4,14,9,4,5,History,"[58, 86, 44, 86, 91]",22,24.8460968112999,3.249257101002616,Morning,3.058236021242734,Immediate Revision Needed
297,61,48,2,9,1,3,5,Programming,"[76, 96, 79, 47, 79]",26,4.638700576609069,0.0,Morning,8.262790246208583,Low Urgency
2,91,40,1,0,1,3,5,Science,"[89, 50, 54, 71, 67]",32,13.368840545709546,8.663885948133718,Afternoon,5.022737605341303,Moderate Revision Needed
465,81,7,4,11,1,5,0,Science,"[95, 75, 60, 47, 44]",29,17.0,6.0,Afternoon,3.0,Immediate Revision Needed
363,59,32,3,12,9,5,6,History,"[61, 65, 88, 82, 75]",10,27.0,9.0,Morning,6.0,Immediate Revision Needed
469,42,58,4,4,5,2,5,Math,"[84, 91, 99, 76, 68]",15,25.0,5.0,Afternoon,5.0,Immediate Revision Needed
436,56,41,0,9,1,4,6,Science,"[81, 57, 54, 79, 97]",27,6.114506538847589,0.6838186701631365,Evening,3.0311356032952386,Immediate Revision Needed
429,44,9,1,5,8,8,4,Science,"[46, 95, 83, 90, 78]",30,19.0,2.0,Morning,8.0,Moderate Revision Needed
8,78,20,1,8,9,8,6,Science,"[82, 40, 88, 86, 91]",20,16.0,0.0,Afternoon,1.0,Immediate Revision Needed
156,76,33,4,11,9,5,5,English,"[99, 67, 72, 93, 76]",24,10.0,0.0,Afternoon,5.0,Moderate Revision Needed
42,55,36,4,0,8,6,2,Programming,"[92, 69, 74, 74, 88]",14,1.542625622449211,5.395000793236667,Evening,3.080907275467056,Immediate Revision Needed
441,85,23,4,3,8,2,2,Math,"[44, 71, 61, 95, 45]",27,17.0,4.0,Afternoon,2.0,Immediate Revision Needed
483,56,15,1,1,2,1,3,Math,"[43, 68, 83, 73, 52]",29,29.0,1.0,Morning,5.0,Immediate Revision Needed
423,60,25,1,12,0,5,1,English,"[76, 87, 54, 86, 43]",20,14.0,0.0,Morning,6.0,Moderate Revision Needed
279,83,41,4,1,1,3,5,English,"[69, 52, 52, 41, 76]",16,14.378607267785018,7.779774868063927,Afternoon,1.8948061696700327,Immediate Revision Needed
450,88,17,0,12,6,5,3,Science,"[49, 53, 81, 96, 85]",24,2.3176781399291313,10.791972571761214,Afternoon,9.024507484349481,Immediate Revision Needed
335,69,41,0,8,4,8,3,Math,"[54, 52, 56, 63, 97]",8,9.0,13.0,Afternoon,4.0,Immediate Revision Needed
77,53,49,3,4,8,9,4,Math,"[49, 71, 98, 73, 48]",19,27.929243045355182,14.18186818198614,Afternoon,6.908015799081061,Immediate Revision Needed
435,88,27,0,6,4,8,2,Programming,"[43, 68, 62, 45, 71]",27,26.581637460524426,8.054063787486685,Morning,0.9008344909976647,Immediate Revision Needed
68,59,5,1,8,6,1,1,Programming,"[59, 42, 90, 61, 86]",18,10.413210142152431,8.721059106272092,Afternoon,3.031430742384747,Immediate Revision Needed
95,75,32,0,3,6,2,5,History,"[96, 72, 88, 79, 58]",39,17.253663039653972,11.975131744250241,Morning,7.722425718294763,Immediate Revision Needed
31,51,41,4,13,5,9,1,Math,"[56, 98, 59, 63, 89]",6,15.105561383568077,4.399492500117013,Morning,2.874001052126188,Immediate Revision Needed
82,43,9,2,14,3,2,5,English,"[75, 56, 80, 63, 41]",27,21.121809652493084,0.1512419956221435,Morning,3.7154656423240477,Immediate Revision Needed
208,84,27,2,13,7,4,6,History,"[42, 50, 92, 85, 69]",19,12.908291975159116,13.772081229285293,Evening,8.079521514932175,Immediate Revision Needed
449,68,49,3,12,9,7,0,English,"[84, 95, 87, 86, 64]",11,28.0,9.0,Morning,7.0,Immediate Revision Needed
454,74,44,0,14,0,5,4,English,"[60, 61, 84, 46, 94]",13,20.0,1.0,Afternoon,2.0,Immediate Revision Needed
229,91,32,0,9,4,9,5,Programming,"[61, 81, 51, 81, 52]",11,27.0,9.0,Afternoon,8.0,Immediate Revision Needed
353,71,27,2,9,4,8,4,Math,"[78, 82, 70, 56, 72]",14,18.0,10.0,Evening,4.0,Moderate Revision Needed
229,91,32,0,9,4,9,5,Programming,"[61, 81, 51, 81, 52]",11,26.927991116317806,9.456962747723663,Afternoon,7.960726349949823,Immediate Revision Needed
213,67,21,0,3,8,5,4,Programming,"[84, 57, 41, 52, 84]",26,27.0,6.0,Evening,4.0,Immediate Revision Needed
80,89,20,1,6,7,8,1,Science,"[86, 64, 98, 60, 76]",9,8.0,12.0,Evening,8.0,Immediate Revision Needed
149,51,7,0,3,5,4,0,Math,"[72, 50, 55, 57, 69]",12,19.0,5.0,Morning,5.0,Moderate Revision Needed
303,99,23,3,11,5,9,1,Science,"[77, 63, 95, 62, 61]",35,21.0,11.0,Evening,4.0,Immediate Revision Needed
129,83,20,3,0,3,5,5,Programming,"[75, 98, 99, 41, 68]",33,22.874402742374713,1.0673103830435053,Evening,1.1657757952200911,Immediate Revision Needed
278,92,33,3,8,9,2,3,English,"[77, 42, 67, 95, 65]",25,11.693022434933383,9.00366238948956,Morning,2.0113624643815537,Immediate Revision Needed
7,60,50,3,1,7,8,2,Science,"[43, 86, 70, 67, 50]",17,8.59234092989729,10.29304658006531,Afternoon,1.9733832008821677,Immediate Revision Needed
343,96,53,0,6,4,7,3,Math,"[60, 69, 60, 87, 94]",13,22.0,10.0,Morning,9.0,Immediate Revision Needed
486,48,42,2,0,3,6,2,English,"[74, 96, 60, 70, 58]",33,21.0,2.0,Evening,2.0,Immediate Revision Needed
212,67,34,0,6,1,3,4,English,"[54, 67, 91, 96, 88]",11,0.3685542390016474,4.124215483385408,Evening,2.8522646638685756,Immediate Revision Needed
134,56,53,2,1,8,5,4,History,"[84, 67, 40, 88, 84]",31,4.0,12.0,Morning,2.0,Immediate Revision Needed
204,61,16,4,14,4,4,0,Science,"[40, 68, 96, 61, 55]",7,1.8280440321013294,10.061046908630624,Morning,3.016183108461343,Immediate Revision Needed
312,75,12,2,2,8,6,4,English,"[54, 81, 54, 54, 94]",27,17.0,6.0,Morning,4.0,Moderate Revision Needed
223,78,16,4,12,4,2,3,History,"[84, 78, 71, 97, 91]",8,20.904133271819887,0.20820736952811073,Afternoon,8.034350353631599,Immediate Revision Needed
130,47,28,3,12,7,6,4,Science,"[43, 40, 58, 65, 64]",37,14.485330090172889,13.699897786070647,Afternoon,6.049247359073739,Immediate Revision Needed
1,78,11,3,10,7,7,6,Math,"[94, 44, 95, 71, 59]",24,29.0,7.0,Morning,9.0,Immediate Revision Needed
317,59,17,2,1,5,9,2,Science,"[96, 74, 87, 57, 55]",11,23.0,13.0,Morning,7.0,Immediate Revision Needed
207,81,17,1,10,7,4,6,Programming,"[58, 41, 80, 84, 54]",33,21.863528815542377,12.124816076917666,Morning,5.861232892616065,Immediate Revision Needed
48,91,44,1,11,7,2,2,History,"[50, 80, 80, 44, 97]",16,9.576814419598449,6.5576819566490485,Morning,6.028275161239332,Moderate Revision Needed
373,75,41,3,0,7,1,3,History,"[64, 73, 42, 97, 63]",36,6.7840384427897,0.0,Morning,9.065847516096415,Low Urgency
33,61,12,4,1,0,1,6,Math,"[76, 49, 75, 76, 67]",18,23.907691202856608,4.943704328052319,Afternoon,6.8890052543710345,Immediate Revision Needed
478,41,19,0,0,1,8,1,English,"[86, 75, 48, 78, 90]",28,25.0,13.0,Afternoon,5.0,Immediate Revision Needed
405,87,5,1,0,3,6,0,Math,"[77, 74, 84, 55, 47]",26,24.0,2.0,Morning,2.0,Immediate Revision Needed
173,53,38,0,12,6,1,0,History,"[85, 71, 94, 71, 44]",11,19.0,7.0,Afternoon,1.0,Immediate Revision Needed
126,48,9,4,8,3,7,1,Programming,"[92, 73, 61, 42, 45]",24,12.0,10.0,Evening,5.0,Moderate Revision Needed
395,53,29,1,5,9,3,0,Math,"[98, 87, 41, 40, 79]",14,18.0,13.0,Evening,1.0,Immediate Revision Needed
421,66,39,2,2,6,9,0,English,"[82, 89, 40, 74, 71]",27,21.0,1.0,Evening,9.0,Immediate Revision Needed
53,46,46,2,14,0,7,2,Science,"[99, 46, 86, 94, 46]",20,15.633265812122179,14.058696946808077,Morning,3.8101463140358582,Immediate Revision Needed
404,72,58,1,5,2,4,3,History,"[81, 60, 54, 56, 61]",5,7.191543933429068,14.060174292796773,Morning,8.857806898746723,Immediate Revision Needed
91,65,41,0,12,8,3,3,History,"[43, 57, 88, 58, 82]",27,18.0,10.0,Evening,8.0,Moderate Revision Needed
440,68,14,1,12,6,4,4,History,"[43, 43, 56, 80, 58]",22,16.316379771544135,10.921255563083689,Evening,8.898683434844337,Immediate Revision Needed
182,52,33,2,8,0,6,2,English,"[86, 87, 62, 84, 56]",17,26.0,9.0,Morning,3.0,Immediate Revision Needed
275,40,31,3,12,4,2,3,Math,"[53, 89, 59, 89, 87]",34,1.0,13.0,Morning,6.0,Immediate Revision Needed
396,60,6,0,3,7,3,0,Programming,"[99, 90, 69, 50, 67]",16,23.15843663898045,1.122034277162786,Morning,4.729502822531963,Immediate Revision Needed
70,86,51,1,9,7,1,3,English,"[75, 86, 80, 44, 52]",16,24.0,6.0,Morning,9.0,Immediate Revision Needed
292,63,8,4,14,3,5,4,Math,"[56, 81, 69, 68, 58]",22,8.0,13.0,Afternoon,5.0,Immediate Revision Needed
132,50,59,3,11,0,7,4,Programming,"[90, 87, 60, 98, 95]",39,19.0,1.0,Evening,5.0,Moderate Revision Needed
301,72,14,0,11,0,3,3,Math,"[75, 52, 71, 75, 76]",25,29.0,13.0,Afternoon,3.0,Immediate Revision Needed
425,72,59,0,6,4,6,5,History,"[43, 84, 65, 67, 71]",39,27.0,1.0,Afternoon,7.0,Immediate Revision Needed
327,40,36,0,11,7,4,2,Programming,"[47, 94, 47, 96, 45]",16,5.0,7.0,Morning,5.0,Moderate Revision Needed
145,67,55,2,2,9,5,1,English,"[78, 88, 92, 62, 86]",32,18.0,8.0,Morning,3.0,Immediate Revision Needed
424,69,52,3,11,5,8,2,History,"[79, 98, 55, 67, 55]",32,9.0,9.0,Afternoon,4.0,Moderate Revision Needed
81,79,43,2,13,1,5,2,English,"[77, 88, 40, 64, 90]",31,6.5751208228569595,0.9109054296689126,Afternoon,5.184879819147343,Moderate Revision Needed
136,74,36,1,2,9,6,3,Science,"[58, 40, 49, 75, 48]",24,19.0,8.0,Morning,6.0,Moderate Revision Needed
451,85,8,1,10,3,8,2,English,"[97, 69, 94, 80, 64]",31,29.0,12.0,Evening,2.0,Immediate Revision Needed
165,76,27,1,14,5,6,3,History,"[77, 89, 96, 40, 77]",15,29.0,7.0,Evening,3.0,Immediate Revision Needed
29,60,58,2,11,1,5,1,Programming,"[81, 47, 69, 71, 75]",28,17.0,12.0,Evening,6.0,Immediate Revision Needed
274,72,54,2,11,2,2,0,Science,"[89, 86, 56, 68, 85]",16,13.9403961611135,9.299375426142168,Morning,2.756862930489191,Immediate Revision Needed
194,84,52,3,10,4,8,0,English,"[73, 90, 52, 93, 40]",29,27.0,0.0,Afternoon,2.0,Immediate Revision Needed
389,55,39,2,11,9,1,5,History,"[57, 60, 67, 74, 61]",9,11.0,13.0,Evening,4.0,Immediate Revision Needed
353,71,27,2,9,4,8,4,Math,"[78, 82, 70, 56, 72]",14,18.582957866152643,9.788140807739117,Evening,3.911740275218572,Moderate Revision Needed
170,44,30,4,13,8,8,1,Math,"[43, 51, 99, 66, 95]",5,24.0,4.0,Morning,4.0,Immediate Revision Needed
206,41,59,0,7,0,8,5,History,"[80, 46, 53, 68, 58]",34,3.3322522725394403,7.837710245737087,Afternoon,4.809435834067621,Moderate Revision Needed
141,81,54,3,6,1,5,3,Math,"[86, 54, 43, 68, 98]",31,22.0,9.0,Morning,7.0,Immediate Revision Needed
174,78,55,2,13,5,2,6,History,"[75, 85, 81, 88, 81]",15,2.0,9.0,Evening,5.0,Moderate Revision Needed
7,60,50,3,1,7,8,2,Science,"[43, 86, 70, 67, 50]",17,9.0,10.0,Afternoon,2.0,Immediate Revision Needed
246,93,20,4,0,6,9,5,Math,"[85, 89, 87, 45, 64]",21,23.980577756921033,2.994487687316705,Evening,6.929486183031851,Immediate Revision Needed
479,66,41,2,9,6,2,3,History,"[58, 77, 45, 91, 86]",39,12.0,9.0,Evening,4.0,Moderate Revision Needed
74,47,52,2,0,5,3,1,History,"[75, 78, 55, 95, 61]",18,2.0,12.0,Afternoon,2.0,Immediate Revision Needed
411,61,25,1,7,3,1,0,Math,"[95, 74, 99, 45, 44]",32,22.01370288246439,11.902080760309667,Evening,2.10594697801842,Immediate Revision Needed
314,65,43,1,2,0,9,0,History,"[79, 59, 65, 66, 60]",36,16.8837465486636,11.79816589041423,Morning,3.0201706728173123,Immediate Revision Needed
239,72,16,2,14,6,5,3,Math,"[52, 66, 75, 46, 61]",22,20.0,10.0,Afternoon,6.0,Moderate Revision Needed
146,46,47,3,10,2,5,6,History,"[71, 91, 86, 72, 96]",26,28.0,4.0,Afternoon,2.0,Immediate Revision Needed
293,44,40,1,5,5,8,2,Programming,"[85, 50, 73, 89, 46]",8,27.657475025528267,0.471974292159874,Afternoon,3.920290134055902,Immediate Revision Needed
235,47,20,3,5,8,4,1,English,"[65, 62, 57, 71, 88]",23,3.0,0.0,Evening,8.0,Low Urgency
221,67,53,1,4,4,9,0,Math,"[54, 87, 64, 75, 47]",5,11.0,13.0,Afternoon,9.0,Immediate Revision Needed
424,69,52,3,11,5,8,2,History,"[79, 98, 55, 67, 55]",32,9.28801411795182,8.99924728801196,Afternoon,4.1502621632550465,Moderate Revision Needed
1,78,11,3,10,7,7,6,Math,"[94, 44, 95, 71, 59]",24,29.331027073433777,7.14304529760828,Morning,9.135596942679925,Immediate Revision Needed
